Unnamed: 0,parcel_id,date,project_name,address,neighborhood,ward,downtown_yn,housing_units,car_parking,bike_parking,parcel_area,university_yn,res_parking_elim_2015_yn,res_parking_reduced_2015_yn,distance_to_transit,census_tract_id
177,0402824210185,2017-01-09,Tula,3009 Holmes Ave S,ECCO,10,False,71,39,90,5840.87951774,False,True,True,77.3099391468059,27053108000
178,0402824420030,2017-01-23,,3453 Hennepin Ave,SOUP,10,False,3,0,0,5358.5971641,False,True,True,39.1188569261618,27053109200
179,3002923130109,2017-02-06,Green on Fourth,2901 4th St SE,Prospect Park,2,False,243,195,310,70058.19907012,True,False,False,2581.9500215006515,27053125600
180,2602924120975,2017-02-21,Ironclad,811 Washington Ave S,Mill District,3,True,191,232,171,71732.49064392,False,True,True,84.08865721292798,27053126100
181,3502924410263,2017-03-06,,2700 Cedar Ave S,East Phillips,9,False,1,1,0,7180.54308752,False,False,False,810.3178128791716,27053125900
182,2102924340197,2017-03-20,Leef Block Redevelopment,221 Irving Ave N,Harrison,5,False,110,110,55,47795.23020306,False,False,True,760.144372006239,27053104100
183,3402924220278,2017-03-20,,2009 Lyndale Ave S,Whittier,10,False,75,34,66,14251.18633537,False,True,True,44.382174766135186,27053006800
184,1502924140114,2017-04-10,,1319 Marshall St NE,Sheridan,3,False,110,47,78,6683.47833065,False,False,True,422.44123199639847,27053002400
185,2202924240813,2017-04-24,Nordic House,729 Washington Ave N,North Loop,3,True,57,61,32,66840.54716313,False,False,True,839.3170035059944,27053126200
186,2402924110207,2017-04-24,,1721 Como Ave SE,Como,1,False,3,5,11,6413.50638731,True,False,False,2605.7115540204204,27053104000
187,2302924340722,2017-05-08,205 Park,205 Park Ave,Mill District,3,True,122,138,61,36044.87229985,False,True,True,78.27548603462542,27053126100
188,1502924140115,2017-05-22,Marshall St Apartments,1301 Marshall St NE,Sheridan,3,False,95,53,154,21480.12605871,False,False,True,399.0730700211125,27053002400
189,0302824420044,2017-06-12,,3501 2nd Ave S,Central,9,False,49,20,33,5424.59677225,False,False,True,467.45183453404303,27053109400
190,0402824120134,2017-06-26,,3145 Hennepin Ave,SOUP,10,False,25,15,18,5820.38957252,False,True,True,34.82796205379007,27053008100
191,2702924310262,2017-06-26,,1500 Nicollet Ave,Loring Park,7,True,184,120,92,59255.46775813,False,True,True,64.5958390378518,27053105600
192,3302924440123,2017-06-26,Raptor Nine Rooftop Lofts,2909 Bryant Ave S,Lowry Hill East,10,False,7,0,0,22224.96871716,False,True,True,97.5489298757821,27053007700
193,2402924240103,2017-07-17,,915 6th St SE,Marcy Holmes,3,False,6,12,23,10516.27349059,True,False,False,1545.6227079664975,27053003800
194,3402924320423,2017-07-17,REX 26,2601 Lyndale Ave S,Whittier,10,False,86,103,86,31919.83653023,False,True,True,46.438684761893946,27053107000
195,2202924230149,2017-07-17,Great River Landing,813 5th St N,North Loop,5,True,48,28,32,27883.75850435,False,False,True,344.30496836829866,27053126200
196,1802823120096,2017-07-17,The Capp,3939 46th St E,Longfellow,12,False,146,124,146,55096.79723499,False,True,True,78.94595516913851,27053110500
197,2302924120250,2017-07-17,Rafter,333 E Hennepin Ave,St. Anthony Main,3,False,282,272,142,31960.07289421,False,True,True,80.45325399177105,27053103600
198,2402924240101,2017-07-17,,925 6th St SE,Marcy Holmes,3,False,8,12,24,26128.41087708,True,False,False,1586.8513110086328,27053003800
199,1702823340034,2017-07-31,Minnehaha Townhomes,5118 54th St E,Nokomis,12,False,16,16,8,6014.04019612,False,False,False,1531.3731689106069,27053011998
200,3402924210088,2017-08-14,,2201 Blaisdell Ave,Whittier,10,False,74,45,40,23907.04850763,False,True,True,153.1694391099001,27053006800
201,1502924410020,2017-08-14,,80 Broadway St NE,St. Anthony West,3,False,98,49,118,16659.71740751,False,False,True,257.7487390061216,27053103000
202,1402924320126,2017-08-28,,1001 2nd St NE,St. Anthony West,3,False,69,63,38,23608.17727444,False,True,True,50.9052480478212,27053103000
203,3602924440118,2017-08-28,,2921 29th Ave S,Longfellow,2,False,6,5,0,7538.76930336,False,True,True,142.6973687732357,27053107400
204,3602924440190,2017-08-28,,2912 30th Ave S,Longfellow,2,False,6,5,0,8224.3031161,False,False,True,190.7420105527222,27053107400
205,3602924430020,2017-08-28,,2829 27th Ave S,Longfellow,2,False,6,5,0,7537.2070978,False,False,True,384.12540710497626,27053107400
206,3202924430382,2017-09-18,3100 Lake,3100 W Lake St,Cedar-Isles Dean,7,False,200,185,100,70141.41780039,False,True,True,88.12899039868441,27053106500
207,3002923130110,2017-10-02,Pillars of Prospect Park,3000 4th St SE,Prospect Park,2,False,283,117,58,71359.69443638,True,False,False,2555.518430118304,27053125600
208,2302924140086,2017-10-02,,401 University Ave SE,Marcy Holmes,3,False,43,18,51,11033.33608442,True,False,True,566.4872513779371,27053103700
209,0802824410338,2017-10-16,Eight on 44th,2620 W 44th St,Linden Hills,13,False,9,21,0,27080.98333851,False,False,False,1371.5203559228084,27053109100
210,3002923130040,2017-11-13,The Louis,3001 4th St SE,Prospect Park,2,False,70,37,88,30235.29920282,True,False,False,2650.7405968052285,27053125600
211,1102924320030,2017-12-04,2nd Street Townhomes,2407 2nd St Ne,Bottineau,3,False,10,12,24,20376.11814162,False,True,True,53.520236818738425,27053001700
212,2202924410104,2017-12-04,Second on Second,128 2nd St N,North Loop,3,True,156,182,81,29285.92893239,False,False,True,434.34023414674914,27053126200
213,0502824220034,2017-12-04,,3823 31st St W,West Calhoun,13,False,15,5,15,8769.42764323,False,False,True,319.0450803677038,27053109100
214,2602924220435,2017-12-04,Thrivent Parking Wrap,625 4th Ave S,Downtown West,7,True,107,160,120,55709.8514004,False,False,False,660.8379045460813,27053126100
215,1102924420171,2018-01-08,Hook and Ladder Apartments,2320 Jefferson St NE,Holland,1,False,118,118,108,102039.4952751,False,False,False,972.6643571261144,27053101800
216,0302824130087,2018-01-08,,3329 Nicollet Ave,Lyndale,8,False,12,12,12,11248.8578795,False,True,True,40.76697195471071,27053008300
217,2302924130039,2018-01-08,The Expo,200 University Ave SE,St. Anthony Main,3,False,372,396,591,6493.61960826,True,False,True,213.4088586462034,27053103700
218,2302924140084,2018-01-22,,408 4th St SE,Marcy-Holmes,3,False,27,14,31,9077.42719436,True,False,True,598.4389303354434,27053103700
219,3402924320424,2018-01-22,REX 26,2601 Lyndale Ave S,Whittier,10,False,97,113,105,31919.83653023,False,True,True,46.438684761893946,27053107000
220,0802824410072,2018-01-22,The Cottages on Lake Harriet,4324 Lake Harriet Pkwy W,Linden Hills,13,False,4,6,6,6307.2999205,False,False,False,1306.6119211480477,27053109100
221,0402824210264,2018-01-22,Sons of Norway,1455 W Lake St,ECCO,10,False,319,254,183,104496.46154336,False,True,True,128.16158375934805,27053108000
222,2402924130162,2018-02-05,Bunge Riverton/Maya Commons,937 13th Ave SE,Como,2,False,145,83,221,38906.84502815,True,False,False,2088.420411240901,27053104000
223,3002923130026,2018-02-20,4th Street Lofts,2813 4th Street SE,Prospect Park,2,False,169,40,241,32563.53306656,True,False,False,2471.3763580649834,27053125600
224,0102824440073,2018-03-05,38th St Station,2922 38th St E,Standish,12,False,144,132,285,3513.41894144,False,True,True,18.716330345720053,27053108700
225,3402924330215,2018-03-05,Rana Village,2900 Pleasant Ave S,Whittier,10,False,113,61,60,50869.98973523,False,True,True,212.8884792918138,27053007700
226,1402924320087,2018-04-09,Marshall Apartments,829 Marshall St NE,St. Anthony West,3,False,29,12,28,10462.49140882,False,False,True,303.29416928468873,27053103000
227,1702824320222,2018-04-09,Ewing Place Apartments,5048 Ewing Avenue S,Fulton,13,False,16,20,36,5060.14197456,False,False,False,2183.8778353022744,27053111200
228,2102924340197,2018-04-09,Leef Block Redevelopment,221 Irving Ave N,Harrison,5,False,100,104,62,47795.23020306,False,False,True,760.144372006239,27053104100
229,1402924140004,2018-04-09,Jackson Lofts,750 Jackson St NE,St. Anthony East,3,False,16,6,14,177440.29427876,False,True,True,154.02512210407937,27053102500
230,0102824110028,2018-04-23,Minnehaha Commons,3001 E Lake St,Longfellow,2,False,44,3,22,16508.06070582,False,True,True,58.561003237298415,27053108800
231,0402824440026,2018-04-23,,3612 Bryant Ave S,East Harriet,10,False,41,20,21,5418.10695572,False,True,True,36.52133434208446,27053109200
232,2202924240815,2018-05-07,Bassett Creek East,747 3rd St N,North Loop,3,True,139,108,96,25007.81259049,False,False,True,691.1071562739992,27053126200
233,2202924210446,2018-05-07,The Redwell,1000 N 3rd St,North Loop,3,True,129,46,59,27410.3461101,False,False,False,816.0044034311792,27053126200
234,0702823230072,2018-06-11,,4155 Hiawatha Ave,Hiawatha ,12,False,43,0,40,24916.97343185,False,False,False,986.7617781760785,27053110400
235,3402924330147,2018-06-11,,318 W Lake St,Whittier,10,False,44,0,26,7763.52984121,False,True,True,26.416584793923,27053007700
236,3002923240007,2018-06-11,Apt on Essex,2628 Essex St SE,Prospect Park,2,False,32,10,22,7661.97378017,True,False,False,1795.5544940177706,27053104900
237,2302924120248,2018-06-11,SP2,120 5th St NE,St. Anthony Main,3,False,333,290,183,99472.09831045,False,True,True,118.41652246856025,27053103600
238,2502924430225,2018-06-11,Riverside Apartments,2510 Riverside Ave,Cedar-Riverside,2,False,85,55,90,17836.36595453,True,False,True,433.3119105230459,27053104800
239,2702924140064,2018-06-11,12th St Apartments,228 12th St S,Loring Park,7,True,357,311,356,52532.69032649,False,False,True,647.8819678743037,27053104400
240,1302924220094,2018-06-25,,1717 Central Ave S,Northeast Park,1,False,78,73,78,32142.47552664,False,True,True,42.0543733557293,27053102600
241,2202924120789,2018-06-25,River Loop Apartments,800 1st St N,North Loop,3,True,225,256,224,571212.02250802,False,False,False,1287.8852150671196,27053126200
242,3402924310272,2018-06-25,Good Grocer,2644 Nicollet Ave,Whittier,10,False,80,55,80,22845.27090844,False,True,True,55.831169607770015,27053107000
243,3002923410021,2018-06-25,Art and Architecture Building,3350 University Ave SE,Prospect Park,2,False,208,267,109,13828.97942513,True,False,False,2742.6652123768017,27053125600
244,1102924410221,2018-06-30,,2323 Jackson St NE,Holland,1,False,65,32,35,17874.80130055,False,True,True,165.64086669512247,27053101800
245,2702924310263,2018-07-16,1410 Loring,1400 Nicollet Ave,Loring Park,7,True,232,160,155,53014.82651759,False,True,True,83.82328210379289,27053105204
246,2602924230105,2018-07-16,Park 7 Apartments,615 S 7th St,Elliot Park,7,True,61,0,31,17319.61146951,False,False,True,286.53585181204187,27053105400
247,0802824410072,2018-07-16,The Cottages on Lake Harriet,4324 Lake Harriet Pkwy W,Linden Hills,13,False,5,6,9,6307.2999205,False,False,False,1306.6119211480477,27053109100
248,1302924330110,2018-07-16,Abdulle Cluster Development,415 Taylor St NE,Beltrami,3,False,6,12,6,2957.99273051,False,False,True,613.9066412324381,27053102600
249,3402924330213,2018-07-16,,410 W Lake St,Whittier,10,False,111,52,111,22439.23214515,False,True,True,43.68478437318522,27053007700
250,0502824220163,2018-07-16,Calhoun Towers,3404 List Place,West Calhoun,13,False,744,658,421,193410.96847496,False,True,True,206.7251599664222,27053109100
251,2602924330122,2018-07-30,Apartments at Franklin and Park,1925 Park Ave,Ventura Village,6,False,43,18,24,15634.02537105,False,True,True,33.761478298739824,27053005902
252,1002924320077,2018-07-30,Greenbelt Homes,3020 6th St N,Hawthorne,5,False,11,11,0,6446.20082587,False,False,False,922.7042472704552,27053101600
253,1702823330433,2018-08-13,Oaks Minnehaha,5310 Minnehaha Ave,Minnehaha,12,False,109,69,72,51906.48301954,False,False,True,1137.1912455020913,27053011998
254,1502924110181,2018-08-13,,1625 Marshall St NE,Sheridan,1,False,8,7,5,6440.44382818,False,False,True,544.3068041015794,27053002400
255,2602924120973,2018-08-13,Ox-Op Gallery and Residences,1111 Washington Ave S,Downtown East,3,True,153,103,206,24647.7199717,False,False,True,578.0878418199285,27053126100
256,1702823330434,2018-08-13,Oaks Longfellow,5363 Minnehaha Ave,Minnehaha,12,False,68,60,50,25239.15543452,False,False,False,1315.3647038561503,27053011998
257,1402924440244,2018-08-27,701 Central Apartments,701 Central Ave NE,St. Anthony Main,3,False,159,102,244,31547.16661795,False,True,True,45.81742503781876,27053103600
258,3302924430125,2018-09-17,Arby's Island,1116 W Lake St,SOUP,10,False,180,155,176,34955.0011358,False,True,True,39.09861549679838,27053007700
259,2702924430010,2018-10-01,,1735 Nicollet Ave,Stevens Square,6,False,146,86,96,5651.70716423,False,True,True,28.693847791181064,27053105700
260,2702924241551,2018-10-15,H. Alden Smith House and Apartments,1400 Yale Place,Loring Park,7,True,87,76,82,32603.06315542,False,False,True,255.71311609770808,27053105201
261,1402924140110,2018-10-15,14th Ave Apartments,904 14th Ave NE,Logan Park,1,False,175,140,75,119560.04873186,False,True,True,165.76767126295525,27053102500
262,2302924440026,2018-10-15,Eleven,1101 W River Parkway,Mill District,3,True,124,297,62,51801.86864625,False,False,False,665.6444061950203,27053126100
263,1302924430051,2018-11-13,,1101 Hennepin Ave E,Como,1,False,56,25,56,18372.71175069,True,False,False,1511.85676859746,27053104000
264,2602924220094,2018-11-13,,501 7th St S,Elliot Park,7,True,150,69,174,27265.45569434,False,False,True,485.9039101523082,27053105400
265,2602924230147,2018-11-13,The Larking,813 Portland Ave S,Elliot Park,7,True,350,289,192,49632.12354737,False,False,True,272.30100301082905,27053105400
266,2202924410144,2018-11-13,240 Hennepin,240 Hennepin Ave,Downtown West,3,True,355,356,353,42412.56122415,False,False,True,594.4387903417241,27053126100
267,2202924410217,2018-11-13,Gateway Tower,30 S 3rd St,Downtown West,3,True,22,22,22,74386.01034336,False,False,True,576.859517966999,27053126100
268,2302924340727,2018-11-13,240 Park,240 Park Ave,Mill District,3,True,205,237,107,32884.55390235,False,True,True,73.50661259958673,27053126100
269,2402924220503,2018-11-13,,815 6th Ave SE,Marcy Holmes,3,False,51,23,55,17551.18800864,True,False,False,876.7464682171372,27053103700
270,2402924220157,2018-11-13,9th Street Flats,334 9th St SE,Marcy Holmes,3,False,15,7,15,8471.3413789,True,False,True,561.4846189328343,27053103700
271,0202824210231,2018-11-13,Los Ocampo,809 E Lake St,Powderhorn Park,9,False,48,0,24,12970.05378376,False,True,True,43.06777247458887,27053008500
272,3402924420373,2018-11-13,,2645 1st Ave,Whittier,10,False,51,23,32,15000.69152038,False,False,True,177.7732521669856,27053007801
273,3502924320146,2018-11-13,,2733 Park Ave,West Phillips,6,False,10,15,14,51179.17076701,False,False,True,229.66718951244883,27053126000
274,2402924140064,2018-11-13,,934  15th Ave SE,Como,2,False,12,16,48,7482.88342437,True,False,False,2514.431949165955,27053104000
275,1802823120082,2018-12-03,Hiawatha Ave Apartments,4757 Hiawatha Ave,Longfellow,12,False,85,68,95,19193.10614523,False,False,True,439.4507582937157,27053110500
276,0702823430214,2018-12-03,,4553 Minnehaha Ave,Hiawatha ,12,False,54,27,47,15562.09319384,False,True,True,51.17844614070539,27053110500
277,1202824210260,2018-12-03,,2325 E 38th St,Standish,12,False,63,31,65,19208.37920242,False,True,True,54.70884681865573,27053110200
278,2402924310330,2018-12-03,,1202 4th St SE,Marcy Holmes,3,False,114,67,307,34126.10552759,True,False,False,2042.435864891392,27053103900
279,0802824410338,2018-12-03,44th at Harriet,2620 W 44th St,Linden Hills,13,False,36,36,64,27080.98333851,False,False,False,1371.5203559228084,27053109100
280,3302924440373,2019-01-14,,2932 Bryant Ave S,Lowry Hill East,10,False,91,61,46,17602.92078732,False,True,True,94.86213771526668,27053007700
281,2702924340169,2019-01-14,Lydia Apartments,1920 LaSalle Ave,Stevens Square,7,False,40,25,21,38325.0635172,False,True,True,114.3351997491616,27053105600
282,1302924340050,2019-01-14,,901 Winter St NE,Beltrami,3,False,20,20,20,20800.36660696,False,False,False,754.5534977258718,27053102600
283,2202924140049,2019-01-14,The Archive,120 1st St N,North Loop,3,True,198,315,358,22527.19830284,False,False,True,290.65980354326774,27053126200
284,2702924340009,2019-01-28,,1724 Nicollet Ave,Stevens Square,7,False,123,62,62,11884.57230574,False,True,True,66.29939155426432,27053105600
285,0902924420172,2019-02-11,Buzza Lofts 2,2915 Dupont Ave,Lowry Hill East,10,False,135,135,136,5719.94106732,False,True,True,93.52169289800035,27053101600
286,3002923140068,2019-02-11,Malcolm Yards 1,445 Malcolm Ave SE,Prospect Park,2,False,285,122,340,57439.7340651,True,False,False,2779.7586329225087,27053125600
287,0302824220075,2019-02-25,,601 Lake St W,Lyndale,8,False,46,11,46,8422.74761839,False,True,True,36.05948058484964,27053008200
288,1302924120007,2019-03-11,,1501 Johnson St NE,Northeast Park,1,False,164,168,83,97276.24545226,False,False,False,1188.7930095423442,27053102600
289,2602924210183,2019-03-11,Block One,740 4th St S,Mill District,3,True,342,120,250,109449.44407902,False,True,True,90.07887252991402,27053126100
290,0102824210127,2019-03-11,L&H Station Phase II,2225 Lake St E,Corcoran,9,False,432,271,217,276805.95221718,False,True,True,164.260312802608,27053108700
291,2402924240094,2019-03-25,First Covenant Apartments,815 6th St S,Elliot Park,6,True,169,185,86,10989.20319759,True,False,False,1367.6667292653456,27053003800
292,2902924410018,2019-03-25,,1040 Como Ave SE,Como,2,False,29,17,20,2183.9996202,False,False,True,510.9919335613557,27053105100
293,1702924140239,2019-04-15,Penn Avenue Union,2200 Golden Valley Rd,Willard-Hay,5,False,64,40,46,38996.98153161,False,True,True,47.91307880198449,27053102000
294,3402924110148,2019-04-15,,2210 4th Ave S,Whittier,10,False,19,6,12,11630.27096439,False,False,True,363.2594864677864,27053106900
295,1702824320227,2019-04-15,,5043 Ewing Ave S,Fulton,13,False,2,2,0,5118.41426422,False,False,False,2101.838674131538,27053111200
296,3502924140260,2019-04-29,,2517 Bloomington Ave,East Phillips,9,False,7,0,8,4769.63782225,False,False,True,970.727393677238,27053125900
297,3302924330025,2019-05-13,,1721 Lagoon Ave,East Isles,7,False,4,4,0,5534.99961139,False,True,True,92.2126023245007,27053108000
298,0402824220035,2019-05-13,,3021 E Calhoun Pkwy,ECCO,10,False,17,18,18,5806.32887299,False,True,True,155.30836935161724,27053108000
299,2202924141058,2019-05-13,310 Lofts,310 N 2nd St,North Loop,3,True,60,97,60,17431.83764498,False,False,False,660.3728013554056,27053126200
300,3602924220122,2019-05-13,Mino-bimaadiziwin,2015 Cedar Ave S,Ventura Village,6,False,110,59,50,64180.5624034,False,False,True,235.8714490344298,27053106000
301,3602924430100,2019-05-13,,2913 26th Ave S,Longfellow,2,False,190,104,99,41959.15499277,False,False,True,230.61590565847305,27053107400
302,2402924310095,2019-05-13,,1121 4th St SE,Marcy Holmes,3,False,64,16,64,10989.20401766,True,False,False,1924.811735700686,27053003800
303,3302924430018,2019-06-03,,2810 Fremont Ave S,Lowry Hill East,10,False,10,2,6,5772.90936848,False,False,True,230.07722861518116,27053007700
304,1302824220036,2019-06-03,Bergan's SuperValu,4715 Cedar,Standish-Ericsson,12,False,130,130,90,23246.85953856,False,False,False,1762.9237735996478,27053111100
305,2302924140133,2019-06-03,Expo Low Rise,311 2nd St,Marcy Holmes,3,False,574,827,795,30841.13034008,True,False,True,533.5723502321976,27053103700
306,0802824330103,2019-06-17,,4418 Beard Ave S,Linden Hills,13,False,42,22,26,8199.95136978,False,False,False,2091.681590955828,27053109800
307,0302824230246,2019-06-17,The Amp House,3255 Garfield Ave S,Lyndale,8,False,12,0,8,5056.94320119,False,False,True,472.08160165750354,27053008200
308,3402924330165,2019-06-17,,601 28th St W,Whittier,10,False,67,40,40,11052.82933911,False,True,True,109.31071072336536,27053007700
309,2402924210045,2019-07-08,Halo Hotel and Apts,711 8th St SE,Marcy Holmes,3,False,48,13,48,27123.92912588,True,False,False,1147.0469104798128,27053003800
310,3602924220121,2019-07-08,The Bessemer,2200 Snelling Ave,Seward,6,False,128,77,154,54255.10816986,False,False,True,355.15387505647647,27053106200
311,3402924240113,2019-07-08,,2542 Blaisdell Ave,Whittier,10,False,146,92,106,12866.23268242,False,False,True,256.36350456126723,27053107000
312,0502824210226,2019-07-08,Excelsior and Lake,3012 Excelsior Blvd,West Calhoun,13,False,20,20,24,27747.2741521,False,True,True,24.941997814812968,27053109100
313,0502824220159,2019-07-22,Greenway 31,3818 W 31st St,West Calhoun,13,False,49,45,29,14870.3937862,False,False,True,240.12883775080695,27053109100
314,2602924240113,2019-08-05,Parkside Residential,825 8th St S,Elliot Park,6,True,119,31,54,13667.17261042,False,True,True,124.86094975645678,27053105400
315,1402924320154,2019-08-19,,1018 Main St NE,St. Anthony West,3,False,113,67,158,26713.3802557,False,True,True,176.60079697934523,27053103000
316,1102924420130,2019-08-19,,2201 Jefferson St NE,Holland,1,False,112,119,236,40571.95554644,False,False,False,873.532348977205,27053101800
317,3002923240006,2019-08-19,,2624 Essex St SE,Prospect Park,2,False,5,0,20,4508.63411044,True,False,False,1788.2827545451507,27053104900
318,2402924410024,2019-08-19,,1611 8th St SE,University,2,False,20,0,80,24471.06760651,True,False,False,2778.521654655323,27053104900
319,2202924140147,2019-08-19,TMBR,100 3rd Ave N,North Loop,3,True,66,87,33,20105.01909506,False,False,True,611.1531832937114,27053126200
320,3302924430225,2019-08-19,,2824 Girard Ave S,Lowry Hill East,10,False,76,43,43,16261.81248444,False,True,True,89.27600138307766,27053007700
321,0402824130050,2019-08-19,,3224 Girard Ave S,SOUP,10,False,77,38,77,5384.67380366,False,True,True,95.59686523553168,27053008100
322,3302924420244,2019-08-19,,2701 Girard Ave S,Lowry Hill East,10,False,85,50,50,23692.92700279,False,True,True,121.35910422944151,27053106700
323,1402924320157,2019-08-19,,1011 Main St NE,St. Anthony West,3,False,175,113,230,46251.5558747,False,True,True,66.95673848122784,27053103000
324,1002924410180,2019-09-23,Gateway Northeast,2435 Marshall St NE,Bottineau,3,False,128,97,115,47270.66941044,False,True,True,244.96288338896343,27053001700
325,2202924440130,2019-09-23,315 Nicollet,315 Nicollet Mall,Downtown West,3,True,369,347,185,64152.72481663,False,False,True,516.5628845343051,27053126100
326,1502824220255,2019-10-07,Fullertown Flats,4736 Grand Ave,Tangletown,11,False,23,10,12,10682.43610672,False,False,False,687.573358755095,27053110800
327,1802823120097,2019-10-07,Portico,4721 Minnehaha Ave,Hiawatha,12,False,26,27,13,18055.55798329,False,False,True,325.32383752545735,27053110500
328,2202924410217,2019-10-07,Gateway Tower,30 S 3rd St,Downtown West,3,True,36,72,23,74386.01034336,False,False,True,576.859517966999,27053126100
329,2202924410036,2019-10-07,Bimosedaa,16 4th St N,Downtown West,3,True,48,0,24,5319.77349973,False,False,True,575.515407044984,27053126100
330,0302824320170,2019-10-07,,3525 Lyndale Ave S,Lyndale,8,False,6,4,6,5494.05601323,False,False,True,335.1544269518127,27053109300
331,3002923240161,2019-10-21,Brickhouse Lofts/Max Apartments,150 26th Ave SE,Prospect Park,2,False,166,157,290,108900.07121731,True,False,False,1901.358144506379,27053104900
332,1602924410161,2019-10-21,Satori,825 W Broadway Ave,Near North,5,False,112,72,60,47299.08185295,False,True,True,70.94043735135348,27053102900
333,1402924410217,2019-11-04,Jackson Lofts,750 Jackson St NE,St. Anthony East,3,False,20,0,10,10241.48557967,False,True,True,105.36166665605197,27053103100
334,0502824220160,2019-11-04,Calhoun Towers,3404 List Place,West Calhoun,13,False,744,569,422,193410.96847496,False,True,True,206.7251599664222,27053109100
335,2102924430043,2019-11-18,,255 Girard Ave N,Harrison,5,False,95,80,75,4727.29744277,False,False,True,709.9044236146359,27053104100
336,1402924330063,2019-11-18,,521 Main St NE,St. Anthony West,3,False,29,14,15,13499.1244781,False,True,True,124.9260474857105,27053103000
337,2102924230253,2019-11-18,,910 Oliver Ave N,Near North,5,False,6,4,0,8000.82446504,False,False,True,189.9641101113227,27053003300
338,2602924420059,2019-11-18,Elliot Twins,1212 9th St S,Elliot Park,6,True,10,0,23,95556.96948315,False,False,True,680.4753427847917,27053005901
339,1502924140108,2019-12-09,,1428 Marshall St NE,Sheridan,3,False,7,15,17,11067.22444464,False,False,True,580.1617101608093,27053002400
340,0202824420129,2019-12-09,,3528 Bloomington Ave,Powderhorn Park,9,False,2,0,0,6220.67464013,False,False,False,1097.5068001540844,27053109700
341,2202924410144,2020-01-13,270 Hennepin,240 Hennepin Ave,Downtown West,3,True,346,328,353,42412.56122415,False,False,True,594.4387903417241,27053126102
342,3602924440163,2020-01-13,,2914 30th Ave S,Longfellow,2,False,6,4,6,8224.33357645,False,False,True,168.15310156801382,27053107400
343,2602924240137,2020-01-13,Strutwear Building,1010 S 7th St,Elliot Park,6,True,179,286,18,109278.40295516,False,False,True,435.2538034187549,27053105400
344,2302924110313,2020-01-13,,708 Central Ave NE,St. Anthony Main,3,False,71,127,192,41625.77453385,True,True,True,83.35821933642758,27053103700
345,2902924130070,2020-01-27,Wirth on the Woods Phase I,2800 N Wayzata Blvd,Bryn-Mawr,7,False,201,200,130,103542.62532724,False,False,True,1038.922708125636,27053105100
346,2402924130117,2020-02-10,,813 12th Ave SE,Marcy Holmes,3,False,4,0,20,5959.86085007,True,False,False,1943.315834711984,27053003802
347,1202824110257,2020-02-10,,3801 Hiawatha Ave,Howe,12,False,102,45,52,36864.71104865,False,True,True,121.06222082273165,27053110400
348,3002923410021,2020-02-10,Art and Architecture Building,3350 University Ave SE,Prospect Park,2,False,256,237,109,13828.97942513,True,False,False,2742.6652123768017,27053125600
349,0702823320001,2020-02-10,,3115 E 42nd St,Standish Ericsson,12,False,30,0,16,9847.38564214,False,False,False,1073.937137396994,27053111100
350,2202924130059,2020-02-10,Duffey Paper Block 1.0,528 Washington Ave N,North Loop,3,True,188,118,106,34099.27245696,False,False,False,985.59878802762,27053126202
351,2802924440005,2020-02-24,Vision Loss Resources,1936 Lyndale Ave S,Lowry Hill East,10,False,242,238,252,90705.01364799,False,True,True,149.37547044080375,27053106700
352,2702924241551,2020-04-13,H. Alden Smith House and Apartments,1400 Yale Place,Loring Park,7,True,125,66,130,32603.06315542,False,False,True,255.71311609770808,27053105201
353,3302924140065,2020-04-13,,911 W 24th St,Lowry Hill East,10,False,1,1,0,5732.7691071,False,True,True,16.651996025815606,27053106700
354,2802924440544,2020-04-13,Peris Hill,1930 Hennepin Ave,Lowry Hill,7,False,45,5,44,11354.50979666,False,True,True,63.991232603163496,27053105500
355,2302924340735,2020-04-13,240 Portland,240 Portland Ave,Mill District,3,True,328,226,330,62983.45431743,False,True,True,116.5857889068623,27053126102
356,3502924440258,2020-04-13,Dakar Building,1626 E Lake St,East Phillips,9,False,36,0,18,13145.30252682,False,True,True,48.366198227937886,27053125900
